detector_id,name,route,direction,lat,lon,lane
2856,Mainline sensor,I-94,EB,45.1033,-93.45873,0
2857,Mainline sensor,I-94,EB,45.07767,-93.36791,0
2858,Mainline sensor,I-94,EB,45.07767,-93.36791,0
2859,Mainline sensor,I-94,WB,45.07817,-93.37283,0
29,Mainline sensor,I-94,WB,44.99285,-93.28435,4
2958,Mainline sensor,I-94,EB,45.08846,-93.42418,0
30,Mainline sensor,I-94,WB,44.99285,-93.28435,5
3123,Mainline sensor,I-94,EB,44.97858,-93.2876,0
3124,Mainline sensor,I-94,EB,44.96463,-93.28355,0
3125,Mainline sensor,I-94,EB,44.96475,-93.28307,1
3126,Mainline sensor,I-94,EB,44.96545,-93.26327,0
3127,Mainline sensor,I-94,EB,44.96584,-93.24815,0
3128,Mainline sensor,I-94,EB,44.96463,-93.24442,0
3129,Mainline sensor,I-94,WB,44.96512,-93.24537,0
3130,Mainline sensor,I-94,WB,44.9654,-93.24617,1
3131,Mainline sensor,I-94,WB,44.9654,-93.24617,2
3132,Mainline sensor,I-94,WB,44.9654,-93.24617,3
3133,Mainline sensor,I-94,EB,44.96422,-93.24091,0
3134,Mainline sensor,I-94,EB,44.96422,-93.23944,1
